id,gene,gene_id,description
gene3819,yhiR,gene:BAE77795,predicted DNA (exogenous) processing protein
gene3820,prlC,gene:BAE77796,oligopeptidase A
gene3821,yhiQ,gene:BAE77797,predicted SAM-dependent methyltransferase
gene3822,yhiP,gene:BAE77798,predicted transporter
gene3823,uspA,gene:BAE77799,universal stress global response regulator
gene3824,yhiO,gene:BAE77800,predicted universal stress (ethanol tolerance) protein B
gene3825,pitA,gene:BAE77801,phosphate transporter%2C low-affinity
gene3826,yhiN,gene:BAE77802,predicted oxidoreductase%2C FAD/NAD(P)-binding domain
gene3827,yhiM,gene:BAE77803,conserved inner membrane protein
gene3828,yhiL,gene:BAE77804,hypothetical protein
gene3829,yhiK,,
gene3830,yhiJ,gene:BAE77805,hypothetical protein
gene3831,yhiI,gene:BAE77806,predicted HlyD family secretion protein
gene3832,rbbA,gene:BAE77807,fused ribosome-associated ATPases
gene3833,yhhJ,gene:BAE77808,predicted transporter subunit
gene3834,yhhI,gene:BAE77809,predicted transposase
gene3835,yrhC,,
gene3836,yhhH,gene:BAE77810,hypothetical protein
gene3837,rhsB,gene:BAE77811,rhsB element core protein RshB
gene3838,nikR,gene:BAE77812,DNA-binding transcriptional regulator%2C Ni-binding
gene3839,nikE,gene:BAE77813,nickel transporter subunit
gene3840,nikD,gene:BAE77814,nickel transporter subunit
gene3841,nikC,gene:BAE77815,nickel transporter subunit
gene3842,nikB,gene:BAE77816,nickel transporter subunit
gene3843,nikA,gene:BAE77817,nickel transporter subunit
gene3844,acpT,gene:BAE77818,holo-(acyl carrier protein) synthase 2
gene3845,yhhT,gene:BAE77819,predicted inner membrane protein
gene3846,yhhS,gene:BAE77820,predicted transporter
gene3847,dcrB,gene:BAE77821,periplasmic protein
gene3848,yhhQ,gene:BAE77822,conserved inner membrane protein
gene3849,yhhP,gene:BAE77823,conserved hypothetical protein required for cell growth
gene3850,zntA,gene:BAE77824,zinc%2C cobalt and lead efflux system
gene3851,yhhN,gene:BAE77825,conserved inner membrane protein
gene3852,yhhM,gene:BAE77826,conserved hypothetical protein
gene3853,yhhL,gene:BAE77827,conserved inner membrane protein
gene3854,yhhF,gene:BAE77828,predicted methyltransferase
gene3855,ftsY,gene:BAE77829,fused Signal Recognition Particle (SRP) receptor
gene3856,ftsE,gene:BAE77830,predicted transporter subunit
gene3857,ftsX,gene:BAE77831,predicted transporter subunit
gene3858,rpoH,gene:BAE77832,RNA polymerase%2C sigma 32 (sigma H) factor
gene3859,livJ,gene:BAE77833,leucine/isoleucine/valine transporter subunit
gene3860,yhhK,gene:BAE77834,conserved hypothetical protein
gene3861,livK,gene:BAE77835,leucine transporter subunit
gene3862,livH,gene:BAE77836,leucine/isoleucine/valine transporter subunit
gene3863,livM,gene:BAE77837,leucine/isoleucine/valine transporter subunit
gene3864,livG,gene:BAE77838,leucine/isoleucine/valine transporter subunit
gene3865,livF,gene:BAE77839,leucine/isoleucine/valine transporter subunit
gene3866,ugpB,gene:BAE77840,glycerol-3-phosphate transporter subunit
gene3867,ugpA,gene:BAE77841,glycerol-3-phosphate transporter subunit
gene3868,ugpE,gene:BAE77842,glycerol-3-phosphate transporter subunit
gene3869,ugpC,gene:BAE77843,glycerol-3-phosphate transporter subunit
gene3870,ugpQ,gene:BAE77844,glycerophosphodiester phosphodiesterase%2C cytosolic
gene3871,yhhA,gene:BAE77845,conserved hypothetical protein
gene3872,ggt,gene:BAE77846,gamma-glutamyltranspeptidase
gene3873,yrhB,gene:BAE77847,hypothetical protein
gene3874,insB,gene:BAE76033,IS1 transposase InsAB'
gene3875,insA,gene:BAE76034,IS1 repressor protein InsA
gene3876,yrhA,gene:BAE77850,conserved hypothetical protein
gene3877,yhhZ,gene:BAE77851,conserved hypothetical protein
gene3878,yhhY,gene:BAE77852,predicted acetyltransferase
gene3879,ryhB,,
gene3880,yhhX,gene:BAE77853,predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain
gene3881,yhhW,gene:BAE77854,hypothetical protein
gene3882,gntR,gene:BAE77855,DNA-binding transcriptional repressor
gene3883,gntK,gene:BAE77856,gluconate kinase 2
gene3884,gntU,gene:BAE77857,gluconate transporter%2C low affinity GNT 1 system
gene3885,yhgN,gene:BAE77858,predicted antibiotic transporter
gene3886,asd,gene:BAE77859,aspartate-semialdehyde dehydrogenase%2C NAD(P)-binding
gene3887,glgB,gene:BAE77860,1%2C4-alpha-glucan branching enzyme
gene3888,glgX,gene:BAE77861,glycogen debranching enzyme
gene3889,glgC,gene:BAE77862,glucose-1-phosphate adenylyltransferase
gene3890,glgA,gene:BAE77863,glycogen synthase
gene3891,glgP,gene:BAE77864,glycogen phosphorylase
gene3892,yzgL,gene:BAE77865,hypothetical protein
gene3893,glpD,gene:BAE77866,sn-glycerol-3-phosphate dehydrogenase%2C aerobic%2C FAD/NAD(P)-binding
gene3894,glpE,gene:BAE77867,thiosulfate:cyanide sulfurtransferase
gene3895,glpG,gene:BAE77868,predicted intramembrane serine protease
gene3896,glpR,gene:BAE77869,DNA-binding transcriptional repressor
gene3897,rtcR,gene:BAE77870,sigma 54-dependent transcriptional regulator of rtcBA expression
gene3898,rtcB,gene:BAE77871,conserved hypothetical protein
gene3899,rtcA,gene:BAE77872,RNA 3'-terminal phosphate cyclase
gene3900,malT,gene:BAE77873,DNA-binding transcriptional activator%2C maltotriose-ATP-binding
gene3901,malP,gene:BAE77874,maltodextrin phosphorylase
gene3902,malQ,gene:BAE77875,4-alpha-glucanotransferase
gene3903,gntT,gene:BAE77876,gluconate transporter%2C high-affinity GNT I system
gene3904,gntY,gene:BAE77877,predicted gluconate transport associated protein
gene3905,gntX,gene:BAE77878,gluconate periplasmic binding protein with phosphoribosyltransferase domain%2C GNT I system
gene3906,bioH,gene:BAE77879,carboxylesterase of pimeloyl-CoA synthesis
gene3907,yhgA,gene:BAE77880,predicted transposase
gene3908,yhgG,gene:BAE77881,predicted DNA-binding transcriptional regulator
gene3909,feoB,gene:BAE77882,fused ferrous iron transporter%2C protein B
gene3910,feoA,gene:BAE77883,ferrous iron transporter%2C protein A
gene3911,yhgF,gene:BAE77884,predicted transcriptional accessory protein
gene3912,greB,gene:BAE77885,transcription elongation factor
gene3913,ompR,gene:BAE77886,DNA-binding response regulator in two-component regulatory system with EnvZ
gene3914,envZ,gene:BAE77887,sensory histidine kinase in two-component regulatory system with OmpR
gene3915,pck,gene:BAE77888,phosphoenolpyruvate carboxykinase
gene3916,yhgE,gene:BAE77889,predicted inner membrane protein
gene3917,hslO,gene:BAE77890,heat shock protein Hsp33
gene3918,hslR,gene:BAE77891,ribosome-associated heat shock protein Hsp15
gene3919,yrfG,gene:BAE77892,predicted hydrolase
gene3920,yrfF,gene:BAE77893,predicted inner membrane protein
gene3921,nudE,gene:BAE77894,ADP-ribose diphosphatase
gene3922,mrcA,gene:BAE77895,fused penicillin-binding protein 1a murein transglycosylase and murein transpeptidase
gene3923,yrfD,gene:BAE77896,predicted pilus assembly protein
gene3924,yrfC,gene:BAE77897,predicted fimbrial assembly protein
gene3925,yrfB,gene:BAE77898,conserved membrane protein
gene3926,yrfA,gene:BAE77899,hypothetical protein
gene3927,hofQ,gene:BAE77900,predicted fimbrial transporter
gene3928,aroK,gene:BAE77901,shikimate kinase I
gene3929,aroB,gene:BAE77902,3-dehydroquinate synthase
gene3930,damX,gene:BAE77903,hypothetical protein
gene3931,dam,gene:BAE77904,DNA adenine methylase
gene3932,rpe,gene:BAE77905,D-ribulose-5-phosphate 3-epimerase
gene3933,gph,gene:BAE77906,phosphoglycolate phosphatase
gene3934,trpS,gene:BAE77907,tryptophanyl-tRNA synthetase
gene3935,yhfZ,gene:BAE77908,conserved hypothetical protein
gene3936,yhfY,gene:BAE77909,conserved hypothetical protein
gene3937,yhfX,gene:BAE77910,predicted amino acid racemase
gene3938,yhfW,gene:BAE77911,predicted mutase
gene3939,php,gene:BAE77912,predicted hydrolase
gene3940,yhfU,gene:BAE77913,hypothetical protein
gene3941,yhfT,gene:BAE77914,predicted inner membrane protein
gene3942,yhfS,gene:BAE77915,conserved hypothetical protein
gene3943,frlR,gene:BAE77916,predicted DNA-binding transcriptional regulator
gene3944,frlD,gene:BAE77917,fructoselysine 6-kinase
gene3945,frlC,gene:BAE77918,predicted isomerase
gene3946,frlB,gene:BAE77919,fructoselysine-6-P-deglycase
gene3947,frlA,gene:BAE77920,predicted fructoselysine transporter
gene3948,yhfL,gene:BAE77921,conserved secreted peptide
gene3949,cysG,gene:BAE77922,fused siroheme synthase 1%2C3-dimethyluroporphyriongen III dehydrogenase/siroheme ferrochelatase and uroporphyrinogen methyltransferase
gene3950,nirC,gene:BAE77923,nitrite transporter
gene3951,nirD,gene:BAE77924,nitrite reductase%2C NAD(P)H-binding%2C small subunit
gene3952,nirB,gene:BAE77925,nitrite reductase%2C large subunit%2C NAD(P)H-binding
gene3953,tsgA,gene:BAE77926,predicted transporter
gene3954,ppiA,gene:BAE77927,peptidyl-prolyl cis-trans isomerase A
gene3955,yhfG,gene:BAE77928,hypothetical protein
gene3956,fic,gene:BAE77929,stationary-phase protein%2C cell division
gene3957,pabA,gene:BAE77930,aminodeoxychorismate synthase%2C subunit II
gene3958,argD,gene:BAE77931,bifunctional acetylornithine aminotransferase and succinyldiaminopimelate aminotransferase
gene3959,yhfK,gene:BAE77932,conserved inner membrane protein
gene3960,crp,gene:BAE77933,DNA-binding transcriptional dual regulator
gene3961,yhfA,gene:BAE77934,conserved hypothetical protein
gene3962,prkB,gene:BAE77935,predicted phosphoribulokinase
gene3963,yheU,gene:BAE77936,conserved hypothetical protein
gene3964,yheT,gene:BAE77937,predicted hydrolase
gene3965,yheS,gene:BAE77938,fused predicted transporter subunits and ATP-binding components of ABC superfamily
gene3966,kefG,gene:BAE77939,component of potassium effux complex with KefB
gene3967,kefB,gene:BAE77940,potassium:proton antiporter
gene3968,yheV,gene:BAE77941,hypothetical protein
gene3969,slyD,gene:BAE77942,FKBP-type peptidyl prolyl cis-trans isomerase
gene3970,slyX,gene:BAE77943,conserved hypothetical protein
gene3971,fkpA,gene:BAE77944,FKBP-type peptidyl-prolyl cis-trans isomerase
gene3972,yheO,gene:BAE77945,predicted DNA-binding transcriptional regulator
gene3973,yheN,gene:BAE77946,predicted intracellular sulfur oxidation protein
gene3974,yheM,gene:BAE77947,predicted intraceullular sulfur oxidation protein
gene3975,yheL,gene:BAE77948,predicted intracellular sulfur oxidation protein
gene3976,rpsL,gene:BAE77949,30S ribosomal subunit protein S12
gene3977,rpsG,gene:BAE77950,30S ribosomal subunit protein S7
gene3978,fusA,gene:BAE77951,protein chain elongation factor EF-G
gene3979,tufA,gene:BAE77952,protein chain elongation factor EF-Tu
gene3980,chiA,gene:BAE77953,periplasmic endochitinase
gene3981,bfd,gene:BAE77954,bacterioferritin-associated ferredoxin
gene3982,bfr,gene:BAE77955,bacterioferritin%2C iron storage and detoxification protein
gene3983,gspO,gene:BAE77956,bifunctional prepilin leader peptidase and methylase
gene3984,gspM,gene:BAE77957,general secretory pathway component%2C cryptic
gene3985,gspL,gene:BAE77958,general secretory pathway component%2C cryptic
gene3986,gspK,gene:BAE77959,general secretory pathway component%2C cryptic
gene3987,gspJ,gene:BAE77960,predicted general secretory pathway component%2C cryptic
gene3988,gspI,gene:BAE77961,general secretory pathway component%2C cryptic
gene3989,gspH,gene:BAE77962,predicted general secretory pathway component%2C cryptic
gene3990,gspG,gene:BAE77963,pseudopilin%2C cryptic%2C general secretion pathway
gene3991,gspF,gene:BAE77964,general secretory pathway component%2C cryptic
gene3992,gspE,gene:BAE77965,general secretory pathway component%2C cryptic
gene3993,gspD,gene:BAE77966,general secretory pathway component%2C cryptic
gene3994,gspC,gene:BAE77967,general secretory pathway component%2C cryptic
gene3995,gspA,gene:BAE77968,general secretory pathway component%2C cryptic
gene3996,pioO,gene:BAE77969,part of gsp divergon involved in type II protein secretion
gene3997,rpsJ,gene:BAE77970,30S ribosomal subunit protein S10
gene3998,rplC,gene:BAE77971,50S ribosomal subunit protein L3
gene3999,rplD,gene:BAE77972,50S ribosomal subunit protein L4
gene4000,rplW,gene:BAE77973,50S ribosomal subunit protein L23
gene4001,rplB,gene:BAE77974,50S ribosomal subunit protein L2
gene4002,rpsS,gene:BAE77975,30S ribosomal subunit protein S19
gene4003,rplV,gene:BAE77976,50S ribosomal subunit protein L22
gene4004,rpsC,gene:BAE77977,30S ribosomal subunit protein S3
gene4005,rplP,gene:BAE77978,50S ribosomal subunit protein L16
gene4006,rpmC,gene:BAE77979,50S ribosomal subunit protein L29
gene4007,rpsQ,gene:BAE77980,30S ribosomal subunit protein S17
gene4008,rplN,gene:BAE77981,50S ribosomal subunit protein L14
gene4009,rplX,gene:BAE77982,50S ribosomal subunit protein L24
gene4010,rplE,gene:BAE77983,50S ribosomal subunit protein L5
gene4011,rpsN,gene:BAE77984,30S ribosomal subunit protein S14
gene4012,rpsH,gene:BAE77985,30S ribosomal subunit protein S8
gene4013,rplF,gene:BAE77986,50S ribosomal subunit protein L6
gene4014,rplR,gene:BAE77987,50S ribosomal subunit protein L18
gene4015,rpsE,gene:BAE77988,30S ribosomal subunit protein S5
gene4016,rpmD,gene:BAE77989,50S ribosomal subunit protein L30
gene4017,rplO,gene:BAE77990,50S ribosomal subunit protein L15
gene4018,secY,gene:BAE77991,preprotein translocase membrane subunit
gene4019,rpmJ,gene:BAE77992,50S ribosomal subunit protein L36
gene4020,rpsM,gene:BAE77993,30S ribosomal subunit protein S13
gene4021,rpsK,gene:BAE77994,30S ribosomal subunit protein S11
gene4022,rpsD,gene:BAE77995,30S ribosomal subunit protein S4
gene4023,rpoA,gene:BAE77996,RNA polymerase%2C alpha subunit
gene4024,rplQ,gene:BAE77997,50S ribosomal subunit protein L17
gene4025,yhdN,gene:BAE77998,conserved hypothetical protein
gene4026,zntR,gene:BAE77999,DNA-binding transcriptional activator
gene4027,yhdL,gene:BAE78000,conserved hypothetical protein
gene4028,mscL,gene:BAE78001,mechanosensitive channel
gene4029,trkA,gene:BAE78002,NAD-binding component of TrK potassium transporter
gene4030,rsmB,gene:BAE78003,16S rRNA m5C967 methyltransferase%2C S-adenosyl-L-methionine-dependent
gene4031,fmt,gene:BAE78004,10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase
gene4032,def,gene:BAE78005,peptide deformylase
gene4033,smf,gene:BAE78006,conserved hypothetical protein
gene4034,smg,gene:BAE78007,conserved hypothetical protein
gene4035,yrdD,gene:BAE78008,predicted DNA topoisomerase
gene4036,yrdC,gene:BAE78009,dsRNA-binding protein
gene4037,aroE,gene:BAE78010,dehydroshikimate reductase%2C NAD(P)-binding
gene4038,yrdB,gene:BAE78011,conserved hypothetical protein
gene4039,yrdA,gene:BAE78012,conserved hypothetical protein
gene4040,rrsE,,
gene4041,ileU,,
gene4042,alaU,,
gene4043,rrlE,,
gene4044,rrfE,,
gene4045,yjaA,gene:BAE78013,conserved hypothetical protein
gene4046,yjaB,gene:BAE78014,predicted acetyltransferase
gene4047,metA,gene:BAE78015,homoserine transsuccinylase
gene4048,aceB,gene:BAE78016,malate synthase A
gene4049,aceA,gene:BAE78017,isocitrate lyase
gene4050,aceK,gene:BAE78018,isocitrate dehydrogenase kinase/phosphatase
gene4051,arpA,gene:BAE78019,regulator of acetyl CoA synthetase
gene4052,iclR,gene:BAE78020,DNA-binding transcriptional repressor
gene4053,metH,gene:BAE78021,homocysteine-N5-methyltetrahydrofolate transmethylase%2C B12-dependent
gene4054,yjbB,gene:BAE78022,predicted transporter
gene4055,pepE,gene:BAE78023,(alpha)-aspartyl dipeptidase
gene4056,yjbC,gene:BAE78024,23S rRNA pseudouridine synthase
gene4057,yjbD,gene:BAE78025,conserved hypothetical protein
gene4058,lysC,gene:BAE78026,aspartokinase III
gene4059,pgi,gene:BAE78027,glucosephosphate isomerase
gene4060,yjbE,gene:BAE78028,hypothetical protein
gene4061,yjbF,gene:BAE78029,predicted lipoprotein
gene4062,yjbG,gene:BAE78030,conserved hypothetical protein
gene4063,yjbH,gene:BAE78031,predicted porin
gene4064,yjbA,gene:BAE78032,predicted phosphate starvation inducible protein
gene4065,xylE,gene:BAE78033,D-xylose transporter
gene4066,malG,gene:BAE78034,maltose transporter subunit
gene4067,malF,gene:BAE78035,maltose transporter subunit
gene4068,malE,gene:BAE78036,maltose transporter subunit
gene4069,malK,gene:BAE78037,fused maltose transport subunit%2C ATP-binding component of ABC superfamily and regulatory protein
gene4070,lamB,gene:BAE78038,maltose outer membrane porin
gene4071,malM,gene:BAE78039,maltose regulon periplasmic protein
gene4072,yjbI,gene:BAE78040,conserved hypothetical protein
gene4073,ubiC,gene:BAE78041,chorismate pyruvate lyase
gene4074,ubiA,gene:BAE78042,p-hydroxybenzoate octaprenyltransferase
gene4075,plsB,gene:BAE78043,glycerol-3-phosphate O-acyltransferase
gene4076,dgkA,gene:BAE78044,diacylglycerol kinase
gene4077,lexA,gene:BAE78045,DNA-binding transcriptional repressor
gene4078,dinF,gene:BAE78046,DNA-damage-inducible SOS response protein
gene4079,yjbJ,gene:BAE78047,predicted stress response protein
gene4080,zur,gene:BAE78048,DNA-binding transcriptional activator%2C Zn(II)-binding
gene4081,yjbL,gene:BAE78049,hypothetical protein
gene4082,yjbM,gene:BAE78050,hypothetical protein
gene4083,yjbN,gene:BAE78051,tRNA-dihydrouridine synthase A
gene4084,yjbO,gene:BAE78052,phage shock protein G
gene4085,qor,gene:BAE78053,quinone oxidoreductase%2C NADPH-dependent
gene4086,dnaB,gene:BAE78054,replicative DNA helicase
gene4087,alr,gene:BAE78055,alanine racemase 1%2C PLP-binding%2C biosynthetic
gene4088,tyrB,gene:BAE78056,tyrosine aminotransferase%2C tyrosine-repressible%2C PLP-dependent
gene4089,aphA,gene:BAE78057,acid phosphatase/phosphotransferase%2C class B%2C non-specific
gene4090,yjbQ,gene:BAE78058,conserved hypothetical protein
gene4091,yjbR,gene:BAE78059,conserved hypothetical protein
gene4092,uvrA,gene:BAE78060,ATPase and DNA damage recognition protein of nucleotide excision repair excinuclease UvrABC
gene4093,ssb,gene:BAE78061,Single-stranded DNA-binding protein
gene4094,yjcB,gene:BAE78062,predicted inner membrane protein
gene4095,yjcC,gene:BAE78063,predicted signal transduction protein
gene4096,soxS,gene:BAE78064,DNA-binding transcriptional dual regulator
gene4097,soxR,gene:BAE78065,DNA-binding transcriptional dual regulator%2C Fe-S center for redox-sensing
gene4098,ryjA,,
gene4099,yjcD,gene:BAE78066,predicted permease
gene4100,yjcE,gene:BAE78067,predicted cation/proton antiporter
gene4101,yjcF,gene:BAE78068,conserved hypothetical protein
gene4102,actP,gene:BAE78069,acetate transporter
gene4103,yjcH,gene:BAE78070,conserved inner membrane protein involved in acetate transport
gene4104,acs,gene:BAE78071,bifunctional acetyl-CoA synthetase and propionyl-CoA synthetase
gene4105,nrfA,gene:BAE78072,nitrite reductase%2C formate-dependent%2C cytochrome
gene4106,nrfB,gene:BAE78073,nitrite reductase%2C formate-dependent%2C penta-heme cytochrome c
gene4107,nrfC,gene:BAE78074,formate-dependent nitrite reductase%2C 4Fe4S subunit
gene4108,nrfD,gene:BAE78075,formate-dependent nitrite reductase%2C membrane subunit
gene4109,nrfE,gene:BAE78076,heme lyase (NrfEFG) for insertion of heme into c552%2C subunit NrfE
gene4110,nrfF,gene:BAE78077,heme lyase (NrfEFG) for insertion of heme into c552%2C subunit NrfF
gene4111,nrfG,gene:BAE78078,heme lyase (NrfEFG) for insertion of heme into c552%2C subunit NrfG
